claim_index,url,claim,parameter,minimum,maximum,unit,environment,extraction_status,scientific_review_status,notes
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,12000,12000,gal,pool,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: ph does not accept a volume value -- likely extraction noise, not a real claim about this parameter."
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,12,12,ph_units,pool,CORRECT_EXTRACTION,REQUIRES_REVIEW,
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,24,24,,pool,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: ph does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,36,36,,pool,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: ph does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,15000,15000,gal,pool,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: ph does not accept a volume value -- likely extraction noise, not a real claim about this parameter."
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,15,15,,pool,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: ph does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,30,30,,pool,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: ph does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,45,45,,pool,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: ph does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,20000,20000,gal,pool,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: ph does not accept a volume value -- likely extraction noise, not a real claim about this parameter."
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,20,20,,pool,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: ph does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,40,40,,pool,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: ph does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,60,60,,pool,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: ph does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
3724,reference/ph-table.html,High alkalinity (above 150 ppm) makes pH much harder to lower — may need 2–3x these doses.,ph,150,150,ppm,unspecified,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: ph does not accept a concentration value -- likely extraction noise, not a real claim about this parameter."
3724,reference/ph-table.html,High alkalinity (above 150 ppm) makes pH much harder to lower — may need 2–3x these doses.,ph,2,3,ph_units,unspecified,CORRECT_EXTRACTION,REQUIRES_REVIEW,
3725,reference/ph-table.html,Related Calculators Pool Ph Calculator Sources: Taylor Technologies — Pool/Spa Water Chemistry Reference Last reviewed: 2026-06-01,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
3726,reference/pool-chemical-timeline.html,Wait Times After Chemical Addition Chemical Wait Before Retesting Wait Before Swimming Notes Liquid chlorine 30 min 15 min (if FC <5 ppm) Run pump during wait Granular shock (cal-hypo) 2 hours Until FC < 5 ppm Pre-dissolve before adding Muriatic acid (pH down) 30–60 min 30 min Add near return jets S…,free_chlorine,30,30,min,unspecified,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: free_chlorine does not accept a duration value -- likely extraction noise, not a real claim about this parameter."
3726,reference/pool-chemical-timeline.html,Wait Times After Chemical Addition Chemical Wait Before Retesting Wait Before Swimming Notes Liquid chlorine 30 min 15 min (if FC <5 ppm) Run pump during wait Granular shock (cal-hypo) 2 hours Until FC < 5 ppm Pre-dissolve before adding Muriatic acid (pH down) 30–60 min 30 min Add near return jets S…,free_chlorine,15,15,min,unspecified,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: free_chlorine does not accept a duration value -- likely extraction noise, not a real claim about this parameter."
3726,reference/pool-chemical-timeline.html,Wait Times After Chemical Addition Chemical Wait Before Retesting Wait Before Swimming Notes Liquid chlorine 30 min 15 min (if FC <5 ppm) Run pump during wait Granular shock (cal-hypo) 2 hours Until FC < 5 ppm Pre-dissolve before adding Muriatic acid (pH down) 30–60 min 30 min Add near return jets S…,free_chlorine,5,5,ppm,unspecified,CORRECT_EXTRACTION,SUPPORTED,
3726,reference/pool-chemical-timeline.html,Wait Times After Chemical Addition Chemical Wait Before Retesting Wait Before Swimming Notes Liquid chlorine 30 min 15 min (if FC <5 ppm) Run pump during wait Granular shock (cal-hypo) 2 hours Until FC < 5 ppm Pre-dissolve before adding Muriatic acid (pH down) 30–60 min 30 min Add near return jets S…,free_chlorine,2,2,hours,unspecified,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: free_chlorine does not accept a duration value -- likely extraction noise, not a real claim about this parameter."
3726,reference/pool-chemical-timeline.html,Wait Times After Chemical Addition Chemical Wait Before Retesting Wait Before Swimming Notes Liquid chlorine 30 min 15 min (if FC <5 ppm) Run pump during wait Granular shock (cal-hypo) 2 hours Until FC < 5 ppm Pre-dissolve before adding Muriatic acid (pH down) 30–60 min 30 min Add near return jets S…,free_chlorine,5,5,ppm,unspecified,CORRECT_EXTRACTION,SUPPORTED,
3726,reference/pool-chemical-timeline.html,Wait Times After Chemical Addition Chemical Wait Before Retesting Wait Before Swimming Notes Liquid chlorine 30 min 15 min (if FC <5 ppm) Run pump during wait Granular shock (cal-hypo) 2 hours Until FC < 5 ppm Pre-dissolve before adding Muriatic acid (pH down) 30–60 min 30 min Add near return jets S…,ph,30,60,min,unspecified,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: ph does not accept a duration value -- likely extraction noise, not a real claim about this parameter."
3726,reference/pool-chemical-timeline.html,Wait Times After Chemical Addition Chemical Wait Before Retesting Wait Before Swimming Notes Liquid chlorine 30 min 15 min (if FC <5 ppm) Run pump during wait Granular shock (cal-hypo) 2 hours Until FC < 5 ppm Pre-dissolve before adding Muriatic acid (pH down) 30–60 min 30 min Add near return jets S…,ph,30,30,min,unspecified,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: ph does not accept a duration value -- likely extraction noise, not a real claim about this parameter."
3727,reference/pool-chemical-timeline.html,Re-entry after shock is safe when FC tests below 5 ppm — not based on time alone.,free_chlorine,5,5,ppm,unspecified,CORRECT_EXTRACTION,SUPPORTED,
3728,reference/pool-chemical-timeline.html,"Related Calculators Chemical Calculator Sources: Pool & Hot Tub Alliance — Pool & Spa Operator Handbook, 2022 Last reviewed: 2026-06-01",(none),2022,2022,,both,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
3729,reference/pool-chemicals-explained.html,Use our calculators to get the right dose for your pool size.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
3730,reference/pool-chemicals-explained.html,Chlorine Sanitizer that kills bacteria and algae.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
3731,reference/pool-chemicals-explained.html,Keep free chlorine at 1–3 ppm.,free_chlorine,1,3,ppm,unspecified,CORRECT_EXTRACTION,SUPPORTED,
3732,reference/pool-chemicals-explained.html,"Available as liquid (10%), granular shock, or tablets.",(none),10,10,%,unspecified,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
3733,reference/pool-chemicals-explained.html,Use our Pool Chlorine Calculator . pH increaser Raises pH when it’s too low (below 7.2).,ph,7.2,7.2,ph_units,pool,CORRECT_EXTRACTION,SUPPORTED,
3734,reference/pool-chemicals-explained.html,Low pH can damage equipment and irritate skin.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
3735,reference/pool-chemicals-explained.html,Use our Pool pH Calculator . pH reducer Lowers pH when it’s too high (above 7.6).,ph,7.6,7.6,ph_units,pool,CORRECT_EXTRACTION,SUPPORTED,
3736,reference/pool-chemicals-explained.html,High pH reduces chlorine effectiveness and can cause scaling.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
3737,reference/pool-chemicals-explained.html,Use our Pool pH Calculator .,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
3738,reference/pool-chemicals-explained.html,"Shock High-dose chlorine (granular or liquid) used to quickly raise chlorine, often to 10+ ppm.",(none),10,10,,unspecified,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
3739,reference/pool-chemicals-explained.html,"Use after heavy use, rain, or when water is cloudy.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
3740,reference/pool-chemicals-explained.html,Use our Pool Shock Calculator .,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
3741,reference/pool-chemicals-explained.html,Stabilizer (CYA) Cyanuric acid protects chlorine from sunlight.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
3742,reference/pool-chemicals-explained.html,Use our CYA Calculator .,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
3743,reference/pool-chemicals-explained.html,Related tools Pool Chlorine Calculator Pool pH Calculator Pool Shock Calculator Pool Alkalinity Calculator Pool Chemical Levels Chart Related Pool Chemistry Guides Related in this topic Index Why Shower Before Pool Index — 1 Index — 2 Index — 3 Related topics Does Rain Lower Pool Ph Total Alkalinity…,ph,1,1,ph_units,pool,CORRECT_EXTRACTION,REQUIRES_REVIEW,
3743,reference/pool-chemicals-explained.html,Related tools Pool Chlorine Calculator Pool pH Calculator Pool Shock Calculator Pool Alkalinity Calculator Pool Chemical Levels Chart Related Pool Chemistry Guides Related in this topic Index Why Shower Before Pool Index — 1 Index — 2 Index — 3 Related topics Does Rain Lower Pool Ph Total Alkalinity…,ph,2,2,ph_units,pool,CORRECT_EXTRACTION,REQUIRES_REVIEW,
3743,reference/pool-chemicals-explained.html,Related tools Pool Chlorine Calculator Pool pH Calculator Pool Shock Calculator Pool Alkalinity Calculator Pool Chemical Levels Chart Related Pool Chemistry Guides Related in this topic Index Why Shower Before Pool Index — 1 Index — 2 Index — 3 Related topics Does Rain Lower Pool Ph Total Alkalinity…,ph,3,3,ph_units,pool,CORRECT_EXTRACTION,REQUIRES_REVIEW,
3744,reference/pool-chemistry-reference.html,"Pool Chemistry Reference Guide v2026.07 Use this guide to see ideal ranges, what happens when levels drift, and which calculators to use for exact doses.",(none),2026.07,2026.07,,pool,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
3745,reference/pool-chemistry-reference.html,"Quick reference Parameter Ideal range Too low Too high Chlorine 1–3 ppm Algae, bacteria Irritation, odor pH 7.2–7.6 Corrosion, discomfort Weak sanitizer, scale Total alkalinity 80–120 ppm pH swings Hard to lower pH Calcium hardness 200–400 ppm Etching, pitting Scale, cloudy water Cyanuric acid (CYA)…",algae,1,3,ppm,unspecified,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: algae does not accept a concentration value -- likely extraction noise, not a real claim about this parameter."
3745,reference/pool-chemistry-reference.html,"Quick reference Parameter Ideal range Too low Too high Chlorine 1–3 ppm Algae, bacteria Irritation, odor pH 7.2–7.6 Corrosion, discomfort Weak sanitizer, scale Total alkalinity 80–120 ppm pH swings Hard to lower pH Calcium hardness 200–400 ppm Etching, pitting Scale, cloudy water Cyanuric acid (CYA)…",ph,7.2,7.6,ph_units,unspecified,CORRECT_EXTRACTION,SUPPORTED,
3745,reference/pool-chemistry-reference.html,"Quick reference Parameter Ideal range Too low Too high Chlorine 1–3 ppm Algae, bacteria Irritation, odor pH 7.2–7.6 Corrosion, discomfort Weak sanitizer, scale Total alkalinity 80–120 ppm pH swings Hard to lower pH Calcium hardness 200–400 ppm Etching, pitting Scale, cloudy water Cyanuric acid (CYA)…",ph,80,120,ppm,unspecified,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: ph does not accept a concentration value -- likely extraction noise, not a real claim about this parameter."
3745,reference/pool-chemistry-reference.html,"Quick reference Parameter Ideal range Too low Too high Chlorine 1–3 ppm Algae, bacteria Irritation, odor pH 7.2–7.6 Corrosion, discomfort Weak sanitizer, scale Total alkalinity 80–120 ppm pH swings Hard to lower pH Calcium hardness 200–400 ppm Etching, pitting Scale, cloudy water Cyanuric acid (CYA)…",calcium_hardness,200,400,ppm,unspecified,CORRECT_EXTRACTION,SUPPORTED,
3746,reference/pool-chemistry-reference.html,Too low: Bacteria and algae growth; cloudy or green water; combined chlorine may rise.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
3747,reference/pool-chemistry-reference.html,Related: Pool Chemical Calculator Pool Chlorine Calculator Pool Shock Calculator Chlorine Levels Chart pH Ideal: 7.2–7.6 for most pools.,ph,7.2,7.6,ph_units,pool,CORRECT_EXTRACTION,SUPPORTED,
3748,reference/pool-chemistry-reference.html,"Too high: Reduced chlorine effectiveness, scale formation, cloudy water, slippery feel.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
3749,reference/pool-chemistry-reference.html,Related: Pool pH Calculator Pool Chemical Calculator Pool Alkalinity Calculator pH Levels Chart Total Alkalinity Ideal: 80–120 ppm (follow surface and sanitizer system guidance).,total_alkalinity,80,120,ppm,pool,CORRECT_EXTRACTION,SUPPORTED,
3750,reference/pool-chemistry-reference.html,Too low: pH bounces when you add acid or base; unstable water balance.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
3751,reference/pool-chemistry-reference.html,Too high: pH tends to stay high; more acid needed to bring pH down.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
3752,reference/pool-chemistry-reference.html,Related: Pool Alkalinity Calculator Pool Chemical Calculator What is pool alkalinity?,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
3753,reference/pool-chemistry-reference.html,Calcium Hardness Ideal: Often 200–400 ppm for plaster and gunite; vinyl may run lower per manufacturer.,calcium_hardness,200,400,ppm,unspecified,CORRECT_EXTRACTION,SUPPORTED,
3754,reference/pool-chemistry-reference.html,Too high: Scale on tile and equipment; cloudy water when paired with high pH.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
3755,reference/pool-chemistry-reference.html,Related: Pool Chemical Calculator Pool Chemical Levels Chart Pool chemistry balance explained Cyanuric Acid Ideal: 30–50 ppm for outdoor chlorinated pools using stabilized products.,cyanuric_acid,30,50,ppm,pool,CORRECT_EXTRACTION,REQUIRES_REVIEW,
3756,reference/pool-chemistry-reference.html,Too low: Chlorine lost quickly in sunlight; more frequent dosing.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
3757,reference/pool-chemistry-reference.html,Too high: Sanitizer may test high but work poorly (“chlorine lock”); harder to clear algae.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
3758,reference/pool-chemistry-reference.html,Related: Pool Cyanuric Acid Calculator CYA stabilizer explained High CYA & chlorine lock Shock Treatment Ideal: Routine swim range stays 1–3 ppm; shock raises to roughly 10–30 ppm temporarily per label and situation.,shock_treatment,1,3,ppm,pool,CORRECT_EXTRACTION,REQUIRES_REVIEW,
3758,reference/pool-chemistry-reference.html,Related: Pool Cyanuric Acid Calculator CYA stabilizer explained High CYA & chlorine lock Shock Treatment Ideal: Routine swim range stays 1–3 ppm; shock raises to roughly 10–30 ppm temporarily per label and situation.,cyanuric_acid,10,30,ppm,pool,CARRIED_CONTEXT,SUPPORTED,
3759,reference/pool-shape-guide.html,"Volume Formula by Pool Shape Shape Formula Notes Rectangular L × W × D × 7.48 D = average depth in feet Circular π × r² × D × 7.48 r = radius (diameter / 2) Oval L × W × D × 7.48 × 0.89 0.89 is oval correction factor L-shaped Divide into two rectangles, calculate each, add Split at the inside corner…",(none),7.48,7.48,ph_units,pool,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
3759,reference/pool-shape-guide.html,"Volume Formula by Pool Shape Shape Formula Notes Rectangular L × W × D × 7.48 D = average depth in feet Circular π × r² × D × 7.48 r = radius (diameter / 2) Oval L × W × D × 7.48 × 0.89 0.89 is oval correction factor L-shaped Divide into two rectangles, calculate each, add Split at the inside corner…",(none),7.48,7.48,ph_units,pool,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
3759,reference/pool-shape-guide.html,"Volume Formula by Pool Shape Shape Formula Notes Rectangular L × W × D × 7.48 D = average depth in feet Circular π × r² × D × 7.48 r = radius (diameter / 2) Oval L × W × D × 7.48 × 0.89 0.89 is oval correction factor L-shaped Divide into two rectangles, calculate each, add Split at the inside corner…",(none),2,2,,pool,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
